;;;;;;;;;;;;"reported significance as indicated by eye-catcher (""stars""): 1 means p-value smaller than 0.01, 5 means p-value smaller than 0.05 and so on. If no significance reported, type in 0. Use German decimal seperator, i.e. "","" instead of "".""";"significance thresholds in the paper by which results are distinguished; e.g. if there are three thresholds <0.01, <0.05, <0.1, then S(10), S(5) and S(1) should contain 1 and S(0.1) and S(15) should contain zero";;;;;coder: HK for Henning Kosmalla and PP for Peter Pütz;cross-checked: yes (1) or no(0);;;
2006;American Economic Review;96.1;435;George;5;7;4;;;5.27;;1;0;0;1;1;0;PP;;;;
2006;American Economic Review;96.1;435;George;5;7;5;;;1.31;;0;0;0;1;1;0;PP;;;;
2006;American Economic Review;96.1;435;George;5;7;6;;;5.2;;1;0;0;1;1;0;PP;;;;
2006;American Economic Review;96.1;435;George;5;7;7;;;1.08;;0;0;0;1;1;0;PP;;;;
2006;American Economic Review;96.3;499;Caselli;2;1;1;;;;0.012;;;;;;;;;;;
2006;American Economic Review;96.3;499;Caselli;2;1;2;;;;0.007;;;;;;;;;;;
2006;American Economic Review;96.3;499;Caselli;2;1;3;;;;0.1;;;;;;;;;;;
2006;American Economic Review;96.3;669;Brandts;4;1;1;1.468;0.416;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;4;1;2;1.395;0.376;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;4;1;3;1.257;0.385;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;4;1;4;1.702;0.227;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;4;2;1;1.427;0.336;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;4;2;2;1.505;0.373;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;4;2;3;1.249;0.227;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;4;2;4;1.244;0.212;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;4;3;1;1.47;0.311;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;4;3;2;1.575;0.345;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;4;3;3;1.266;0.246;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;4;3;4;2.157;0.213;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;4;4;1;-0.052;0.041;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;4;4;2;-0.103;0.391;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;4;4;3;-0.404;0.111;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;4;4;4;-0.751;0.151;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;4;5;1;2.137;0.587;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;4;5;2;2.985;0.419;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;4;5;3;1.685;0.541;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;4;5;4;3.282;0.252;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;4;6;1;2.567;0.466;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;4;6;2;3.422;0.408;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;4;6;3;2.12;0.444;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;4;6;4;3.24;0.234;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;4;7;1;1.796;0.346;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;4;7;2;2.36;0.352;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;4;7;3;1.27;0.291;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;4;7;4;2.938;0.219;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;5;1;1;1.503;0.428;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;5;1;2;3.491;0.357;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;5;1;3;1.232;0.315;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;5;1;4;1.781;0.12;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;5;2;1;0.55;0.511;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;5;2;2;1.824;0.083;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;5;2;3;0.381;0.466;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;5;2;4;0.458;0.142;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;5;3;1;0.31;0.509;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;5;3;2;0.777;0.329;;;5;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;5;3;3;0.154;0.443;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;5;3;4;0.902;0.15;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;5;4;1;1.534;0.442;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;5;4;2;3.75;0.372;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;5;4;3;0.866;0.373;;;5;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;5;4;4;1.133;0.12;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;5;5;1;1.25;0.635;;;5;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;5;5;2;3.557;0.727;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;5;5;3;1.245;0.622;;;5;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;5;5;4;1.817;0.163;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;5;6;1;0.038;0.559;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;5;6;2;-0.083;0.328;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;5;6;3;0.077;0.542;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;5;6;4;0.78;0.155;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;6;1;1;0.326;0.129;;;5;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;6;1;2;0.741;0.154;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;6;1;3;-0.169;0.293;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;6;1;4;0.028;0.079;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;6;2;1;-0.197;0.365;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;6;2;2;-0.026;0.232;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;6;2;3;0.002;0.134;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;6;2;4;-0.073;0.135;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;6;3;1;-0.465;0.442;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;6;3;2;-0.606;0.245;;;5;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;6;3;3;-0.478;0.427;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;669;Brandts;6;3;4;-0.746;0.143;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;694;Della Vigna;6;1;1;0.0483;0.0218;;;5;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;694;Della Vigna;6;1;10;0.1019;0.0372;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;694;Della Vigna;6;1;2;0.066;0.0221;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;694;Della Vigna;6;1;3;0.0337;0.0221;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;694;Della Vigna;6;1;4;0.0546;0.0224;;;5;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;694;Della Vigna;6;1;5;0.0011;0.026;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;694;Della Vigna;6;1;6;0.0271;0.0254;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;694;Della Vigna;6;1;7;0.0634;0.0479;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;694;Della Vigna;6;1;8;0.0694;0.0501;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;694;Della Vigna;6;1;9;0.091;0.0368;;;5;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;1;1;1;-0.0008;0.0052;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;1;1;2;0.0019;0.0045;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;1;1;3;-0.0009;0.0071;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;1;1;4;0.0006;0.0064;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;1;2;1;0.0007;0.0054;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;1;2;2;0.0021;0.0046;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;1;2;3;-0.0082;0.0081;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;1;2;4;-0.0054;0.0073;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;1;3;1;0.002;0.0071;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;1;3;2;-0.0016;0.0055;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;1;3;3;0.005;0.0096;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;1;3;4;0.0012;0.0087;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;1;4;1;0.0008;0.0067;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;1;4;2;-0.0012;0.0049;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;1;5;1;0.0152;0.0067;;;5;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;1;5;2;0.0043;0.005;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;1;6;1;0.0157;0.0068;;;5;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;1;6;2;0.006;0.005;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;1;7;1;0.0088;0.0077;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;1;7;2;0.0016;0.0059;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;2;1;1;-0.0031;0.0031;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;2;1;2;-0.0038;0.0028;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;2;2;1;0.0169;0.0267;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;2;2;2;0.0069;0.0246;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;3_A;1;1;0.0232;0.0063;;;5;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;3_A;1;2;0.0395;0.0057;;;5;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;3_A;1;3;0.0232;0.0054;;;5;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;3_A;1;4;0.0286;0.0047;;;5;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;3_A;2;1;0.0157;0.0069;;;5;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;3_A;2;2;0.0319;0.0062;;;5;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;3_A;2;3;0.0213;0.0059;;;5;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;3_A;2;4;0.025;0.0049;;;5;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;3_A;3;1;0.0086;0.0076;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;3_A;3;2;0.0337;0.0066;;;5;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;3_A;3;3;0.0238;0.0068;;;5;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;3_A;3;4;0.0256;0.0052;;;5;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;3_A;4;1;-0.0022;0.0094;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;3_A;4;2;0.0249;0.0082;;;5;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;3_A;4;3;0.0218;0.0105;;;5;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;3_A;4;4;0.0241;0.0075;;;5;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;3_A;5;1;-0.0168;0.0106;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;3_A;5;2;0.0121;0.0091;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;3_A;5;3;0.0113;0.0111;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;3_A;5;4;0.0193;0.008;;;5;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;3_B;1;1;0.0198;0.0063;;;5;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;3_B;1;2;0.0239;0.0054;;;5;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;3_B;2;1;0.0155;0.0069;;;5;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;3_B;2;2;0.0218;0.0059;;;5;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;3_B;3;1;0.0052;0.008;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;3_B;3;2;0.018;0.0064;;;5;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;3_B;4;1;-0.0016;0.0097;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;3_B;4;2;0.016;0.0078;;;5;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;3_B;5;1;-0.0199;0.0107;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;863;Kling;3_B;5;2;0.004;0.0088;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.3;896;Limão;2;1;1;0.982;0.204;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;896;Limão;2;1;2;0.982;0.204;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;896;Limão;2;1;3;1.28;0.328;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;896;Limão;2;1;4;1.33;0.321;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;896;Limão;2;1;5;1.21;0.331;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;896;Limão;2;2;2;0.004;0.139;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;896;Limão;2;2;4;0.778;0.219;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;896;Limão;2;3;5;0.584;0.11;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;896;Limão;2;4;6;0.71;0.209;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;896;Limão;2;5;6;0.799;0.149;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;896;Limão;2;5;7;0.815;0.149;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;896;Limão;2;6;7;0.398;0.151;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;896;Limão;2;7;7;0.381;0.141;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.3;896;Limão;2;8;7;0.658;0.22;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;1;1;1;0.091;0.021;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;1;1;3;0.043;0.02;;;5;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;1;1;4;0.037;0.019;;;10;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;1;2;2;0.4;0.02;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;1;2;3;0.395;0.021;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;2;1;1;0.086;0.017;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;2;1;3;0.099;0.017;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;2;1;4;0.083;0.016;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;2;2;2;-0.125;0.023;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;2;2;3;-0.14;0.023;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;3;1;1;;;;0.006;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;3;1;2;;;;0.25;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;3;1;3;;;;0.51;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;3;2;1;-0.046;0.015;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;3;2;2;-0.021;0.016;;;0;0;1;1;1;0;PP;;;1;
2006;American Economic Review;96.4;938;Finkelstein;3;2;3;-0.014;0.016;;;0;0;1;1;1;0;PP;;;1;
2006;American Economic Review;96.4;938;Finkelstein;4;1;1;;;;0.08;10;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;4;1;2;;;;0.1;10;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;4;1;3;;;;0.017;5;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;4;2;1;-0.032;0.018;;;10;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;4;2;2;-0.028;0.015;;;10;0;1;1;1;0;PP;;;;
2010;Quarterly Journal of Economics;125.3;1015;Aghion;7;10;4;0.264;0.098;;;5;0;1;1;1;0;PP;1;47700;;
2006;American Economic Review;96.4;938;Finkelstein;5_A;1;1;-0.095;0.013;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;5_A;1;2;0.15;0.02;;;1;0;1;1;1;0;PP;;;;
2010;Quarterly Journal of Economics;125.3;1015;Aghion;7;11;4;0.244;0.088;;;5;0;1;1;1;0;PP;1;47700;;
2006;American Economic Review;96.4;938;Finkelstein;5_A;1;4;0.131;0.02;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;5_A;1;5;-0.018;0.015;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;5_A;1;6;0.139;0.022;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;5_A;2;1;-0.073;0.013;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;5_A;2;2;0.104;0.02;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;5_A;2;3;-0.025;0.014;;;10;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;5_A;2;4;0.089;0.02;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;5_A;2;5;-0.013;0.014;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;5_A;2;6;0.092;0.02;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;5_A;3;1;-0.03;0.015;;;5;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;5_A;3;2;0.062;0.02;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;5_A;3;3;0.0004;0.016;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;5_A;3;4;0.052;0.019;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;5_A;3;5;0.006;0.015;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;5_A;3;6;0.057;0.02;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;5_B;1;1;-0.106;0.0118;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;5_B;1;2;0.066;0.017;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;5_B;1;3;-0.054;0.018;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;5_B;1;4;0.052;0.017;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;5_B;1;5;-0.016;0.019;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;5_B;1;6;0.016;0.017;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;5_C;1;1;-0.059;0.014;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;5_C;1;2;0.053;0.01;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;5_C;1;3;-0.031;0.013;;;5;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;5_C;1;4;0.048;0.01;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;938;Finkelstein;5_C;1;5;-0.018;0.012;;;0;0;1;1;1;0;PP;;;1;
2006;American Economic Review;96.4;938;Finkelstein;5_C;1;6;0.029;0.01;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;988;Bitler;4;1;3;136;64;;;5;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;988;Bitler;4;1;6;294;53;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;988;Bitler;4;1;9;14;78;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;988;Bitler;4;2;3;97;64;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;988;Bitler;4;2;6;82;52;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;988;Bitler;4;2;9;112;78;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;988;Bitler;4;3;3;40;20;;;5;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;988;Bitler;4;3;6;212;22;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;988;Bitler;4;3;9;-98;23;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;988;Bitler;4;4;3;-0.005;0.007;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;988;Bitler;4;4;6;0.002;0.006;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;988;Bitler;4;4;9;-0.01;0.009;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;988;Bitler;4;5;3;0.071;0.009;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;988;Bitler;4;5;6;0.077;0.009;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;988;Bitler;4;5;9;0.066;0.011;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;988;Bitler;4;6;3;0.004;0.009;;;0;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;988;Bitler;4;6;6;0.038;0.009;;;1;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;988;Bitler;4;6;9;-0.023;0.011;;;5;0;1;1;1;0;PP;;;;
2006;American Economic Review;96.4;1013;Adda;2;1;1;0.47;0.18;;;5;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.4;1013;Adda;2;1;2;0.55;0.19;;;5;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.4;1013;Adda;2;1;3;0.46;0.2;;;5;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.4;1013;Adda;2;1;4;0.43;0.18;;;5;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.4;1013;Adda;2;1;5;0.34;0.14;;;5;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.4;1013;Adda;2;2;1;-0.2;0.37;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.4;1013;Adda;2;2;2;-0.49;0.21;;;5;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.4;1013;Adda;2;2;3;-0.19;0.34;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.4;1013;Adda;2;2;4;-0.13;0.38;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.4;1013;Adda;2;2;5;-0.73;0.27;;;5;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.4;1013;Adda;2;3;1;0.28;0.25;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.4;1013;Adda;2;3;2;0.06;0.05;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.4;1013;Adda;2;3;3;0.27;0.26;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.4;1013;Adda;2;3;4;0.3;0.27;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.4;1013;Adda;2;3;5;-0.39;0.35;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.4;1013;Adda;3;1;1;0.11;0.04;;;5;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.4;1013;Adda;3;1;2;0.1;0.04;;;5;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.4;1013;Adda;3;2;1;-0.15;0.04;;;5;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.4;1013;Adda;3;2;2;-0.15;0.04;;;5;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.4;1013;Adda;3;3;1;-0.03;0.04;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.4;1013;Adda;3;3;2;-0.04;0.07;;;0;0;0;1;0;0;PP;;;;
2006;American Economic Review;96.4;1013;Adda;4;1;1;-0.05;0.04;;;0;0;1;1;0;0;PP;;;;
